equipamento_id,equipamento_nome,componente_id,componente_nome,sensor_id,sensor_nome,frequencia_leitura,falha_id,falha_nome,data_falha,descricao_falha,tecnico_id,tecnico_nome,procedimento_id,procedimento_nome
eqp130,Bomba Hidráulica,cmp130,Válvula de Pressão,sns130,Sensor de Pressão,0.88,flh130,Superaquecimento,2024-12-29,Excesso de vibração detectado,tec130,João Pereira,prc130,Resfriamento do Equipamento
eqp131,Motor Principal,cmp131,Engrenagem,sns131,Sensor de Vibração,1.19,flh131,Falha por Vibração Excedente,2024-04-07,Perda de pressão no componente,tec131,João Pereira,prc131,Vedação da Válvula
eqp132,Motor Principal,cmp132,Rolamento Frontal,sns132,Sensor de Vibração,1.49,flh132,Falha por Vibração Excedente,2023-04-20,Temperatura acima do limite,tec132,Carlos Silva,prc132,Vedação da Válvula
eqp133,Compressor de Ar,cmp133,Rolamento Frontal,sns133,Sensor de Pressão,1.1,flh133,Falha por Vibração Excedente,2023-02-26,Perda de pressão no componente,tec133,João Pereira,prc133,Vedação da Válvula
eqp134,Compressor de Ar,cmp134,Rolamento Frontal,sns134,Sensor de Pressão,0.78,flh134,Vazamento de Pressão,2023-03-02,Temperatura acima do limite,tec134,Ana Lima,prc134,Troca de Rolamento
eqp135,Compressor de Ar,cmp135,Engrenagem,sns135,Sensor de Vibração,0.78,flh135,Superaquecimento,2023-08-15,Excesso de vibração detectado,tec135,João Pereira,prc135,Vedação da Válvula
eqp136,Compressor de Ar,cmp136,Rolamento Frontal,sns136,Sensor de Temperatura,1.22,flh136,Falha por Vibração Excedente,2023-10-10,Excesso de vibração detectado,tec136,Ana Lima,prc136,Resfriamento do Equipamento
eqp137,Motor Principal,cmp137,Engrenagem,sns137,Sensor de Vibração,1.94,flh137,Superaquecimento,2025-02-13,Temperatura acima do limite,tec137,João Pereira,prc137,Resfriamento do Equipamento
eqp138,Bomba Hidráulica,cmp138,Válvula de Pressão,sns138,Sensor de Temperatura,0.88,flh138,Vazamento de Pressão,2023-03-26,Perda de pressão no componente,tec138,Ana Lima,prc138,Resfriamento do Equipamento
eqp139,Bomba Hidráulica,cmp139,Rolamento Frontal,sns139,Sensor de Vibração,1.54,flh139,Vazamento de Pressão,2024-12-20,Excesso de vibração detectado,tec139,João Pereira,prc139,Resfriamento do Equipamento
eqp140,Compressor de Ar,cmp140,Rolamento Frontal,sns140,Sensor de Temperatura,1.03,flh140,Superaquecimento,2023-10-04,Perda de pressão no componente,tec140,Ana Lima,prc140,Troca de Rolamento
eqp141,Bomba Hidráulica,cmp141,Válvula de Pressão,sns141,Sensor de Temperatura,1.28,flh141,Vazamento de Pressão,2024-09-02,Temperatura acima do limite,tec141,Ana Lima,prc141,Vedação da Válvula
eqp142,Motor Principal,cmp142,Válvula de Pressão,sns142,Sensor de Pressão,1.64,flh142,Vazamento de Pressão,2023-07-02,Excesso de vibração detectado,tec142,Ana Lima,prc142,Vedação da Válvula
eqp143,Bomba Hidráulica,cmp143,Engrenagem,sns143,Sensor de Vibração,1.74,flh143,Falha por Vibração Excedente,2024-10-28,Temperatura acima do limite,tec143,João Pereira,prc143,Troca de Rolamento
eqp144,Motor Principal,cmp144,Rolamento Frontal,sns144,Sensor de Vibração,1.07,flh144,Superaquecimento,2024-05-20,Excesso de vibração detectado,tec144,João Pereira,prc144,Vedação da Válvula
eqp145,Motor Principal,cmp145,Válvula de Pressão,sns145,Sensor de Pressão,1.08,flh145,Vazamento de Pressão,2024-02-01,Temperatura acima do limite,tec145,Ana Lima,prc145,Troca de Rolamento
eqp146,Compressor de Ar,cmp146,Válvula de Pressão,sns146,Sensor de Vibração,1.55,flh146,Superaquecimento,2023-11-30,Excesso de vibração detectado,tec146,João Pereira,prc146,Troca de Rolamento
eqp147,Bomba Hidráulica,cmp147,Rolamento Frontal,sns147,Sensor de Temperatura,1.3,flh147,Falha por Vibração Excedente,2024-02-21,Temperatura acima do limite,tec147,Ana Lima,prc147,Vedação da Válvula
eqp148,Bomba Hidráulica,cmp148,Rolamento Frontal,sns148,Sensor de Vibração,1.55,flh148,Falha por Vibração Excedente,2023-06-07,Temperatura acima do limite,tec148,Ana Lima,prc148,Vedação da Válvula
eqp149,Bomba Hidráulica,cmp149,Válvula de Pressão,sns149,Sensor de Pressão,1.28,flh149,Falha por Vibração Excedente,2024-11-10,Excesso de vibração detectado,tec149,Carlos Silva,prc149,Resfriamento do Equipamento
eqp150,Bomba Hidráulica,cmp150,Válvula de Pressão,sns150,Sensor de Vibração,1.36,flh150,Vazamento de Pressão,2025-02-27,Temperatura acima do limite,tec150,Carlos Silva,prc150,Troca de Rolamento
eqp151,Compressor de Ar,cmp151,Rolamento Frontal,sns151,Sensor de Temperatura,0.65,flh151,Vazamento de Pressão,2024-08-15,Perda de pressão no componente,tec151,Ana Lima,prc151,Resfriamento do Equipamento
eqp152,Bomba Hidráulica,cmp152,Válvula de Pressão,sns152,Sensor de Temperatura,1.99,flh152,Vazamento de Pressão,2024-05-14,Excesso de vibração detectado,tec152,Carlos Silva,prc152,Troca de Rolamento
eqp153,Bomba Hidráulica,cmp153,Válvula de Pressão,sns153,Sensor de Pressão,0.79,flh153,Vazamento de Pressão,2024-12-21,Excesso de vibração detectado,tec153,Carlos Silva,prc153,Troca de Rolamento
eqp154,Bomba Hidráulica,cmp154,Rolamento Frontal,sns154,Sensor de Vibração,1.75,flh154,Vazamento de Pressão,2024-05-29,Excesso de vibração detectado,tec154,Carlos Silva,prc154,Vedação da Válvula
eqp155,Compressor de Ar,cmp155,Válvula de Pressão,sns155,Sensor de Temperatura,1.69,flh155,Falha por Vibração Excedente,2023-08-27,Perda de pressão no componente,tec155,Carlos Silva,prc155,Troca de Rolamento
eqp156,Compressor de Ar,cmp156,Válvula de Pressão,sns156,Sensor de Temperatura,0.59,flh156,Falha por Vibração Excedente,2023-07-25,Perda de pressão no componente,tec156,Carlos Silva,prc156,Resfriamento do Equipamento
eqp157,Motor Principal,cmp157,Rolamento Frontal,sns157,Sensor de Pressão,0.57,flh157,Vazamento de Pressão,2023-05-03,Excesso de vibração detectado,tec157,Ana Lima,prc157,Vedação da Válvula
eqp158,Bomba Hidráulica,cmp158,Engrenagem,sns158,Sensor de Pressão,0.88,flh158,Vazamento de Pressão,2023-07-15,Temperatura acima do limite,tec158,João Pereira,prc158,Troca de Rolamento
eqp159,Compressor de Ar,cmp159,Engrenagem,sns159,Sensor de Temperatura,1.54,flh159,Superaquecimento,2025-01-26,Excesso de vibração detectado,tec159,Ana Lima,prc159,Vedação da Válvula
eqp160,Compressor de Ar,cmp160,Válvula de Pressão,sns160,Sensor de Temperatura,1.48,flh160,Falha por Vibração Excedente,2023-05-11,Temperatura acima do limite,tec160,João Pereira,prc160,Vedação da Válvula
eqp161,Compressor de Ar,cmp161,Rolamento Frontal,sns161,Sensor de Temperatura,1.45,flh161,Falha por Vibração Excedente,2024-03-26,Perda de pressão no componente,tec161,João Pereira,prc161,Resfriamento do Equipamento
eqp162,Compressor de Ar,cmp162,Válvula de Pressão,sns162,Sensor de Temperatura,0.92,flh162,Superaquecimento,2024-11-16,Perda de pressão no componente,tec162,João Pereira,prc162,Vedação da Válvula
eqp163,Compressor de Ar,cmp163,Engrenagem,sns163,Sensor de Vibração,1.45,flh163,Superaquecimento,2024-04-08,Excesso de vibração detectado,tec163,Carlos Silva,prc163,Troca de Rolamento
eqp164,Bomba Hidráulica,cmp164,Válvula de Pressão,sns164,Sensor de Pressão,1.87,flh164,Superaquecimento,2023-02-14,Excesso de vibração detectado,tec164,Ana Lima,prc164,Vedação da Válvula
eqp165,Compressor de Ar,cmp165,Válvula de Pressão,sns165,Sensor de Vibração,0.74,flh165,Vazamento de Pressão,2023-05-23,Temperatura acima do limite,tec165,Carlos Silva,prc165,Troca de Rolamento
eqp166,Compressor de Ar,cmp166,Válvula de Pressão,sns166,Sensor de Pressão,1.99,flh166,Superaquecimento,2024-05-10,Temperatura acima do limite,tec166,João Pereira,prc166,Troca de Rolamento
eqp167,Bomba Hidráulica,cmp167,Válvula de Pressão,sns167,Sensor de Vibração,1.36,flh167,Falha por Vibração Excedente,2023-10-08,Excesso de vibração detectado,tec167,Ana Lima,prc167,Resfriamento do Equipamento
eqp168,Bomba Hidráulica,cmp168,Rolamento Frontal,sns168,Sensor de Vibração,1.9,flh168,Vazamento de Pressão,2024-06-04,Temperatura acima do limite,tec168,João Pereira,prc168,Troca de Rolamento
eqp169,Bomba Hidráulica,cmp169,Válvula de Pressão,sns169,Sensor de Vibração,1.99,flh169,Falha por Vibração Excedente,2024-07-10,Perda de pressão no componente,tec169,Ana Lima,prc169,Resfriamento do Equipamento
eqp170,Bomba Hidráulica,cmp170,Engrenagem,sns170,Sensor de Temperatura,0.6,flh170,Vazamento de Pressão,2023-06-13,Excesso de vibração detectado,tec170,João Pereira,prc170,Troca de Rolamento
eqp171,Bomba Hidráulica,cmp171,Rolamento Frontal,sns171,Sensor de Pressão,1.71,flh171,Falha por Vibração Excedente,2023-10-17,Temperatura acima do limite,tec171,Ana Lima,prc171,Troca de Rolamento
eqp172,Compressor de Ar,cmp172,Engrenagem,sns172,Sensor de Temperatura,0.92,flh172,Vazamento de Pressão,2024-11-14,Excesso de vibração detectado,tec172,João Pereira,prc172,Vedação da Válvula
eqp173,Bomba Hidráulica,cmp173,Válvula de Pressão,sns173,Sensor de Pressão,0.77,flh173,Falha por Vibração Excedente,2023-08-02,Perda de pressão no componente,tec173,Carlos Silva,prc173,Troca de Rolamento
eqp174,Bomba Hidráulica,cmp174,Válvula de Pressão,sns174,Sensor de Temperatura,1.11,flh174,Vazamento de Pressão,2024-03-22,Perda de pressão no componente,tec174,Carlos Silva,prc174,Resfriamento do Equipamento
eqp175,Bomba Hidráulica,cmp175,Rolamento Frontal,sns175,Sensor de Temperatura,1.78,flh175,Falha por Vibração Excedente,2024-10-22,Perda de pressão no componente,tec175,Ana Lima,prc175,Vedação da Válvula
eqp176,Motor Principal,cmp176,Válvula de Pressão,sns176,Sensor de Temperatura,1.61,flh176,Superaquecimento,2024-06-19,Temperatura acima do limite,tec176,Carlos Silva,prc176,Vedação da Válvula
eqp177,Motor Principal,cmp177,Engrenagem,sns177,Sensor de Vibração,0.51,flh177,Falha por Vibração Excedente,2024-02-09,Excesso de vibração detectado,tec177,Ana Lima,prc177,Resfriamento do Equipamento
eqp178,Compressor de Ar,cmp178,Válvula de Pressão,sns178,Sensor de Temperatura,0.97,flh178,Superaquecimento,2023-06-18,Temperatura acima do limite,tec178,Ana Lima,prc178,Resfriamento do Equipamento
eqp179,Motor Principal,cmp179,Engrenagem,sns179,Sensor de Vibração,1.21,flh179,Vazamento de Pressão,2024-06-06,Excesso de vibração detectado,tec179,João Pereira,prc179,Troca de Rolamento
eqp180,Compressor de Ar,cmp180,Rolamento Frontal,sns180,Sensor de Temperatura,0.76,flh180,Falha por Vibração Excedente,2023-10-28,Temperatura acima do limite,tec180,Ana Lima,prc180,Troca de Rolamento
eqp181,Compressor de Ar,cmp181,Válvula de Pressão,sns181,Sensor de Pressão,1.93,flh181,Falha por Vibração Excedente,2024-07-04,Excesso de vibração detectado,tec181,Carlos Silva,prc181,Vedação da Válvula
eqp182,Compressor de Ar,cmp182,Engrenagem,sns182,Sensor de Pressão,1.01,flh182,Superaquecimento,2023-01-08,Excesso de vibração detectado,tec182,Carlos Silva,prc182,Vedação da Válvula
eqp183,Bomba Hidráulica,cmp183,Válvula de Pressão,sns183,Sensor de Temperatura,0.98,flh183,Vazamento de Pressão,2023-02-03,Perda de pressão no componente,tec183,Carlos Silva,prc183,Troca de Rolamento
eqp184,Motor Principal,cmp184,Rolamento Frontal,sns184,Sensor de Temperatura,0.96,flh184,Superaquecimento,2024-08-04,Excesso de vibração detectado,tec184,Carlos Silva,prc184,Resfriamento do Equipamento
eqp185,Compressor de Ar,cmp185,Rolamento Frontal,sns185,Sensor de Pressão,1.05,flh185,Vazamento de Pressão,2024-06-29,Temperatura acima do limite,tec185,João Pereira,prc185,Troca de Rolamento
eqp186,Compressor de Ar,cmp186,Rolamento Frontal,sns186,Sensor de Pressão,1.56,flh186,Falha por Vibração Excedente,2023-08-04,Excesso de vibração detectado,tec186,João Pereira,prc186,Resfriamento do Equipamento
eqp187,Motor Principal,cmp187,Válvula de Pressão,sns187,Sensor de Temperatura,1.21,flh187,Falha por Vibração Excedente,2023-04-09,Perda de pressão no componente,tec187,João Pereira,prc187,Vedação da Válvula
eqp188,Bomba Hidráulica,cmp188,Rolamento Frontal,sns188,Sensor de Pressão,0.79,flh188,Vazamento de Pressão,2023-04-11,Excesso de vibração detectado,tec188,Ana Lima,prc188,Vedação da Válvula
eqp189,Bomba Hidráulica,cmp189,Rolamento Frontal,sns189,Sensor de Pressão,0.67,flh189,Vazamento de Pressão,2024-10-22,Temperatura acima do limite,tec189,Ana Lima,prc189,Vedação da Válvula
eqp190,Compressor de Ar,cmp190,Engrenagem,sns190,Sensor de Pressão,0.58,flh190,Superaquecimento,2024-03-21,Temperatura acima do limite,tec190,Carlos Silva,prc190,Troca de Rolamento
eqp191,Motor Principal,cmp191,Válvula de Pressão,sns191,Sensor de Pressão,1.92,flh191,Superaquecimento,2023-11-27,Temperatura acima do limite,tec191,João Pereira,prc191,Troca de Rolamento
eqp192,Compressor de Ar,cmp192,Rolamento Frontal,sns192,Sensor de Vibração,0.53,flh192,Falha por Vibração Excedente,2023-11-21,Excesso de vibração detectado,tec192,Carlos Silva,prc192,Troca de Rolamento
eqp193,Compressor de Ar,cmp193,Válvula de Pressão,sns193,Sensor de Temperatura,0.91,flh193,Superaquecimento,2023-12-02,Excesso de vibração detectado,tec193,João Pereira,prc193,Troca de Rolamento
eqp194,Compressor de Ar,cmp194,Rolamento Frontal,sns194,Sensor de Vibração,0.51,flh194,Vazamento de Pressão,2024-01-09,Perda de pressão no componente,tec194,Carlos Silva,prc194,Resfriamento do Equipamento
eqp195,Motor Principal,cmp195,Rolamento Frontal,sns195,Sensor de Temperatura,0.96,flh195,Superaquecimento,2023-12-14,Excesso de vibração detectado,tec195,Ana Lima,prc195,Troca de Rolamento
eqp196,Motor Principal,cmp196,Válvula de Pressão,sns196,Sensor de Temperatura,1.85,flh196,Falha por Vibração Excedente,2023-12-30,Temperatura acima do limite,tec196,Ana Lima,prc196,Troca de Rolamento
eqp197,Bomba Hidráulica,cmp197,Engrenagem,sns197,Sensor de Pressão,0.81,flh197,Falha por Vibração Excedente,2024-10-06,Temperatura acima do limite,tec197,João Pereira,prc197,Resfriamento do Equipamento
eqp198,Compressor de Ar,cmp198,Engrenagem,sns198,Sensor de Temperatura,1.82,flh198,Vazamento de Pressão,2023-03-02,Excesso de vibração detectado,tec198,Carlos Silva,prc198,Troca de Rolamento
eqp199,Motor Principal,cmp199,Válvula de Pressão,sns199,Sensor de Pressão,0.6,flh199,Superaquecimento,2024-05-03,Excesso de vibração detectado,tec199,Carlos Silva,prc199,Vedação da Válvula
eqp200,Compressor de Ar,cmp200,Rolamento Frontal,sns200,Sensor de Vibração,1.78,flh200,Vazamento de Pressão,2024-11-14,Perda de pressão no componente,tec200,Carlos Silva,prc200,Vedação da Válvula
eqp201,Motor Principal,cmp201,Válvula de Pressão,sns201,Sensor de Vibração,0.87,flh201,Vazamento de Pressão,2024-07-01,Temperatura acima do limite,tec201,Ana Lima,prc201,Troca de Rolamento
eqp202,Bomba Hidráulica,cmp202,Válvula de Pressão,sns202,Sensor de Pressão,1.92,flh202,Falha por Vibração Excedente,2023-05-30,Temperatura acima do limite,tec202,João Pereira,prc202,Vedação da Válvula
eqp203,Compressor de Ar,cmp203,Rolamento Frontal,sns203,Sensor de Pressão,1.31,flh203,Vazamento de Pressão,2024-03-02,Temperatura acima do limite,tec203,Ana Lima,prc203,Resfriamento do Equipamento
eqp204,Motor Principal,cmp204,Rolamento Frontal,sns204,Sensor de Vibração,0.99,flh204,Superaquecimento,2024-09-13,Temperatura acima do limite,tec204,Ana Lima,prc204,Troca de Rolamento
eqp205,Motor Principal,cmp205,Válvula de Pressão,sns205,Sensor de Vibração,1.51,flh205,Falha por Vibração Excedente,2025-01-06,Excesso de vibração detectado,tec205,Carlos Silva,prc205,Troca de Rolamento
eqp206,Motor Principal,cmp206,Válvula de Pressão,sns206,Sensor de Pressão,0.75,flh206,Falha por Vibração Excedente,2023-08-29,Perda de pressão no componente,tec206,João Pereira,prc206,Troca de Rolamento
eqp207,Bomba Hidráulica,cmp207,Válvula de Pressão,sns207,Sensor de Temperatura,1.77,flh207,Vazamento de Pressão,2025-01-14,Perda de pressão no componente,tec207,João Pereira,prc207,Troca de Rolamento
eqp208,Motor Principal,cmp208,Rolamento Frontal,sns208,Sensor de Pressão,1.47,flh208,Superaquecimento,2023-03-01,Excesso de vibração detectado,tec208,Ana Lima,prc208,Vedação da Válvula
eqp209,Bomba Hidráulica,cmp209,Válvula de Pressão,sns209,Sensor de Pressão,0.78,flh209,Superaquecimento,2024-06-19,Perda de pressão no componente,tec209,João Pereira,prc209,Vedação da Válvula
eqp210,Compressor de Ar,cmp210,Válvula de Pressão,sns210,Sensor de Pressão,1.65,flh210,Falha por Vibração Excedente,2024-01-29,Perda de pressão no componente,tec210,Ana Lima,prc210,Vedação da Válvula
eqp211,Compressor de Ar,cmp211,Rolamento Frontal,sns211,Sensor de Pressão,1.21,flh211,Superaquecimento,2023-07-24,Excesso de vibração detectado,tec211,João Pereira,prc211,Resfriamento do Equipamento
eqp212,Motor Principal,cmp212,Rolamento Frontal,sns212,Sensor de Temperatura,1.76,flh212,Falha por Vibração Excedente,2024-08-29,Excesso de vibração detectado,tec212,Carlos Silva,prc212,Vedação da Válvula
eqp213,Motor Principal,cmp213,Engrenagem,sns213,Sensor de Vibração,1.99,flh213,Superaquecimento,2023-10-23,Temperatura acima do limite,tec213,Carlos Silva,prc213,Vedação da Válvula
eqp214,Motor Principal,cmp214,Rolamento Frontal,sns214,Sensor de Temperatura,1.49,flh214,Superaquecimento,2023-04-24,Temperatura acima do limite,tec214,Carlos Silva,prc214,Resfriamento do Equipamento
eqp215,Motor Principal,cmp215,Rolamento Frontal,sns215,Sensor de Pressão,0.53,flh215,Falha por Vibração Excedente,2023-11-22,Excesso de vibração detectado,tec215,João Pereira,prc215,Troca de Rolamento
eqp216,Compressor de Ar,cmp216,Rolamento Frontal,sns216,Sensor de Pressão,1.16,flh216,Falha por Vibração Excedente,2024-07-29,Perda de pressão no componente,tec216,Carlos Silva,prc216,Resfriamento do Equipamento
eqp217,Compressor de Ar,cmp217,Válvula de Pressão,sns217,Sensor de Temperatura,0.74,flh217,Vazamento de Pressão,2025-03-13,Excesso de vibração detectado,tec217,João Pereira,prc217,Troca de Rolamento
eqp218,Motor Principal,cmp218,Rolamento Frontal,sns218,Sensor de Temperatura,1.28,flh218,Vazamento de Pressão,2023-09-10,Temperatura acima do limite,tec218,João Pereira,prc218,Vedação da Válvula
eqp219,Bomba Hidráulica,cmp219,Engrenagem,sns219,Sensor de Temperatura,0.87,flh219,Vazamento de Pressão,2024-08-12,Perda de pressão no componente,tec219,João Pereira,prc219,Resfriamento do Equipamento
eqp220,Bomba Hidráulica,cmp220,Válvula de Pressão,sns220,Sensor de Temperatura,1.98,flh220,Vazamento de Pressão,2025-01-15,Excesso de vibração detectado,tec220,Carlos Silva,prc220,Troca de Rolamento
eqp221,Bomba Hidráulica,cmp221,Válvula de Pressão,sns221,Sensor de Pressão,1.56,flh221,Vazamento de Pressão,2023-04-22,Temperatura acima do limite,tec221,Carlos Silva,prc221,Vedação da Válvula
eqp222,Motor Principal,cmp222,Válvula de Pressão,sns222,Sensor de Pressão,1.21,flh222,Vazamento de Pressão,2025-03-04,Temperatura acima do limite,tec222,Ana Lima,prc222,Vedação da Válvula
eqp223,Bomba Hidráulica,cmp223,Rolamento Frontal,sns223,Sensor de Temperatura,1.74,flh223,Vazamento de Pressão,2023-12-03,Excesso de vibração detectado,tec223,Carlos Silva,prc223,Troca de Rolamento
eqp224,Motor Principal,cmp224,Válvula de Pressão,sns224,Sensor de Pressão,1.17,flh224,Vazamento de Pressão,2023-02-18,Perda de pressão no componente,tec224,Carlos Silva,prc224,Troca de Rolamento
eqp225,Motor Principal,cmp225,Rolamento Frontal,sns225,Sensor de Pressão,1.02,flh225,Superaquecimento,2023-04-12,Excesso de vibração detectado,tec225,João Pereira,prc225,Vedação da Válvula
eqp226,Compressor de Ar,cmp226,Rolamento Frontal,sns226,Sensor de Vibração,1.46,flh226,Superaquecimento,2023-05-13,Temperatura acima do limite,tec226,Carlos Silva,prc226,Vedação da Válvula
eqp227,Motor Principal,cmp227,Rolamento Frontal,sns227,Sensor de Pressão,0.91,flh227,Falha por Vibração Excedente,2023-04-06,Excesso de vibração detectado,tec227,João Pereira,prc227,Troca de Rolamento
eqp228,Bomba Hidráulica,cmp228,Rolamento Frontal,sns228,Sensor de Temperatura,1.97,flh228,Superaquecimento,2023-11-29,Excesso de vibração detectado,tec228,Ana Lima,prc228,Troca de Rolamento
eqp229,Compressor de Ar,cmp229,Rolamento Frontal,sns229,Sensor de Temperatura,1.6,flh229,Falha por Vibração Excedente,2025-03-31,Temperatura acima do limite,tec229,Ana Lima,prc229,Resfriamento do Equipamento
eqp230,Motor Principal,cmp230,Rolamento Frontal,sns230,Sensor de Temperatura,1.5,flh230,Superaquecimento,2023-08-06,Excesso de vibração detectado,tec230,Ana Lima,prc230,Troca de Rolamento
eqp231,Bomba Hidráulica,cmp231,Rolamento Frontal,sns231,Sensor de Vibração,1.99,flh231,Vazamento de Pressão,2025-01-12,Excesso de vibração detectado,tec231,Ana Lima,prc231,Vedação da Válvula
eqp232,Bomba Hidráulica,cmp232,Válvula de Pressão,sns232,Sensor de Vibração,1.03,flh232,Vazamento de Pressão,2023-04-12,Temperatura acima do limite,tec232,Carlos Silva,prc232,Resfriamento do Equipamento
eqp233,Compressor de Ar,cmp233,Válvula de Pressão,sns233,Sensor de Vibração,1.01,flh233,Falha por Vibração Excedente,2024-02-15,Temperatura acima do limite,tec233,Carlos Silva,prc233,Troca de Rolamento
eqp234,Compressor de Ar,cmp234,Válvula de Pressão,sns234,Sensor de Pressão,0.59,flh234,Vazamento de Pressão,2024-09-17,Temperatura acima do limite,tec234,Ana Lima,prc234,Troca de Rolamento
eqp235,Motor Principal,cmp235,Rolamento Frontal,sns235,Sensor de Temperatura,1.72,flh235,Falha por Vibração Excedente,2023-09-28,Perda de pressão no componente,tec235,Ana Lima,prc235,Resfriamento do Equipamento
eqp236,Compressor de Ar,cmp236,Rolamento Frontal,sns236,Sensor de Pressão,1.61,flh236,Falha por Vibração Excedente,2023-08-17,Temperatura acima do limite,tec236,João Pereira,prc236,Vedação da Válvula
eqp237,Motor Principal,cmp237,Válvula de Pressão,sns237,Sensor de Pressão,1.66,flh237,Superaquecimento,2023-09-02,Temperatura acima do limite,tec237,João Pereira,prc237,Troca de Rolamento
eqp238,Bomba Hidráulica,cmp238,Válvula de Pressão,sns238,Sensor de Vibração,0.68,flh238,Falha por Vibração Excedente,2024-10-07,Temperatura acima do limite,tec238,João Pereira,prc238,Troca de Rolamento
eqp239,Motor Principal,cmp239,Engrenagem,sns239,Sensor de Pressão,0.56,flh239,Vazamento de Pressão,2024-01-04,Perda de pressão no componente,tec239,João Pereira,prc239,Troca de Rolamento
eqp240,Motor Principal,cmp240,Rolamento Frontal,sns240,Sensor de Temperatura,0.83,flh240,Vazamento de Pressão,2024-02-13,Perda de pressão no componente,tec240,Ana Lima,prc240,Vedação da Válvula
eqp241,Bomba Hidráulica,cmp241,Engrenagem,sns241,Sensor de Temperatura,1.38,flh241,Vazamento de Pressão,2024-09-14,Excesso de vibração detectado,tec241,João Pereira,prc241,Resfriamento do Equipamento
eqp242,Compressor de Ar,cmp242,Engrenagem,sns242,Sensor de Temperatura,1.11,flh242,Vazamento de Pressão,2023-10-03,Temperatura acima do limite,tec242,João Pereira,prc242,Vedação da Válvula
eqp243,Motor Principal,cmp243,Engrenagem,sns243,Sensor de Vibração,1.27,flh243,Vazamento de Pressão,2024-01-02,Temperatura acima do limite,tec243,Carlos Silva,prc243,Vedação da Válvula
eqp244,Motor Principal,cmp244,Válvula de Pressão,sns244,Sensor de Pressão,1.3,flh244,Falha por Vibração Excedente,2023-01-14,Temperatura acima do limite,tec244,Carlos Silva,prc244,Vedação da Válvula
eqp245,Motor Principal,cmp245,Engrenagem,sns245,Sensor de Pressão,0.96,flh245,Falha por Vibração Excedente,2023-06-23,Temperatura acima do limite,tec245,João Pereira,prc245,Troca de Rolamento
eqp246,Motor Principal,cmp246,Rolamento Frontal,sns246,Sensor de Temperatura,1.39,flh246,Superaquecimento,2023-09-08,Perda de pressão no componente,tec246,Ana Lima,prc246,Vedação da Válvula
eqp247,Compressor de Ar,cmp247,Rolamento Frontal,sns247,Sensor de Temperatura,1.1,flh247,Falha por Vibração Excedente,2023-05-04,Temperatura acima do limite,tec247,Ana Lima,prc247,Vedação da Válvula
eqp248,Motor Principal,cmp248,Rolamento Frontal,sns248,Sensor de Temperatura,1.48,flh248,Vazamento de Pressão,2024-08-23,Temperatura acima do limite,tec248,Ana Lima,prc248,Resfriamento do Equipamento
eqp249,Compressor de Ar,cmp249,Válvula de Pressão,sns249,Sensor de Vibração,1.2,flh249,Vazamento de Pressão,2024-02-02,Temperatura acima do limite,tec249,Ana Lima,prc249,Troca de Rolamento
eqp250,Bomba Hidráulica,cmp250,Rolamento Frontal,sns250,Sensor de Temperatura,1.25,flh250,Vazamento de Pressão,2023-08-21,Excesso de vibração detectado,tec250,Carlos Silva,prc250,Resfriamento do Equipamento
eqp251,Bomba Hidráulica,cmp251,Válvula de Pressão,sns251,Sensor de Vibração,1.61,flh251,Superaquecimento,2024-10-16,Perda de pressão no componente,tec251,João Pereira,prc251,Vedação da Válvula
eqp252,Compressor de Ar,cmp252,Válvula de Pressão,sns252,Sensor de Pressão,1.97,flh252,Falha por Vibração Excedente,2023-03-05,Perda de pressão no componente,tec252,Ana Lima,prc252,Troca de Rolamento
eqp253,Bomba Hidráulica,cmp253,Válvula de Pressão,sns253,Sensor de Pressão,0.58,flh253,Falha por Vibração Excedente,2023-06-10,Temperatura acima do limite,tec253,Carlos Silva,prc253,Vedação da Válvula
eqp254,Motor Principal,cmp254,Rolamento Frontal,sns254,Sensor de Pressão,0.83,flh254,Superaquecimento,2023-03-10,Perda de pressão no componente,tec254,Ana Lima,prc254,Resfriamento do Equipamento
eqp255,Compressor de Ar,cmp255,Válvula de Pressão,sns255,Sensor de Vibração,1.72,flh255,Vazamento de Pressão,2024-01-28,Excesso de vibração detectado,tec255,Carlos Silva,prc255,Vedação da Válvula
eqp256,Bomba Hidráulica,cmp256,Engrenagem,sns256,Sensor de Vibração,1.66,flh256,Falha por Vibração Excedente,2024-03-18,Perda de pressão no componente,tec256,Ana Lima,prc256,Vedação da Válvula
eqp257,Bomba Hidráulica,cmp257,Válvula de Pressão,sns257,Sensor de Pressão,1.72,flh257,Superaquecimento,2023-04-01,Excesso de vibração detectado,tec257,Carlos Silva,prc257,Resfriamento do Equipamento
eqp258,Motor Principal,cmp258,Rolamento Frontal,sns258,Sensor de Temperatura,1.76,flh258,Superaquecimento,2023-02-23,Temperatura acima do limite,tec258,Carlos Silva,prc258,Vedação da Válvula
eqp259,Compressor de Ar,cmp259,Rolamento Frontal,sns259,Sensor de Pressão,1.52,flh259,Vazamento de Pressão,2024-05-02,Temperatura acima do limite,tec259,João Pereira,prc259,Resfriamento do Equipamento
eqp260,Motor Principal,cmp260,Válvula de Pressão,sns260,Sensor de Vibração,1.31,flh260,Vazamento de Pressão,2023-04-14,Excesso de vibração detectado,tec260,João Pereira,prc260,Troca de Rolamento
